1	116	278	116
2	193	268	77
3	300	322.6666667	107
4	323	300	23
5	409	303	86
6	461	281.3333333	52
7	518	264.4285714	57
8	569	261.875	51
9	620	250	51
10	663	240	43
11	701	234.7272727	38
12	738	245.1666667	37
13	770	238.5384615	32
14	805	232.6428571	35
15	837	231.0666667	32
16	879	237.9375	42
17	897	232.4705882	18
18	925	228.0555556	28
19	953	223.6842105	28
20	983	231.9	30
21	1005	233	22
22	1013	230.4545455	8
23	1035	232.4782609	22
24	1063	228.9166667	28
25	1106	233.12	43
26	1139	237.5	33
27	1152	235.5185185	13
28	1166	232.3571429	14
29	1191	231.0689655	25
30	1200	226.7333333	9
31	1220	224.9677419	20
32	1250	224.25	30
33	1283	224.5454545	33
34	1338	236.2941176	55
35	1352	232.4	14
36	1366	230.6666667	14
37	1370	226.6756757	4
38	1373	222.9210526	3
39	1380	221.6666667	7
40	1391	221.8	11
41	1401	219.4634146	10
42	1407	219.7142857	6
43	1424	218.4651163	17
44	1441	216.6136364	17
45	1460	213.4888889	19
46	1514	219.1521739	54
47	1525	216.787234	11
48	1535	215.9375	10
49	1538	216.877551	3
50	1559	223.8	21
51	1574	222.4705882	15
52	1596	223.0384615	22
53	1605	221.3396226	9
54	1628	221.8888889	23
55	1641	219.8181818	13
56	1646	217.2321429	5
57	1655	217.7368421	9
58	1664	215.8793103	9
59	1682	216.8813559	18
60	1690	215.6166667	8
61	1713	218.6065574	23
62	1726	217.9516129	13
63	1758	217.3333333	32
64	1769	217.75	11
65	1772	216.0153846	3
66	1786	216.1363636	14
67	1798	215.0447761	12
68	1809	213.7941176	11
69	1818	211.5797101	9
70	1853	212.4714286	35
71	1859	211.0985915	6
72	1866	210.1666667	7
73	1887	211.7534247	21
74	1916	212.2837838	29
75	1928	212.3066667	12
76	1928	210.5394737	0
77	1939	210.0649351	11
78	1953	209.9358974	14
79	1966	212.5443038	13
80	1970	211.8125	4
81	1973	210.4320988	3
82	1978	208.9390244	5
83	2003	211.3493976	25
84	2014	210.6666667	11
85	2021	210.2823529	7
86	2033	209.6744186	12
87	2046	210.4367816	13
88	2055	215.9886364	9
89	2058	214.1910112	3
90	2061	212.4333333	3
91	2067	211.4065934	6
92	2079	210.8695652	12
93	2086	209.4408602	7
94	2101	208.9042553	15
95	2114	208.7263158	13
96	2122	208.34375	8
97	2136	210.3195876	14
98	2144	209.1530612	8
99	2150	208.5656566	6
100	2172	209	22
101	2174	207.4950495	2
102	2188	206.372549	14
103	2199	206.4368932	11
104	2206	205.375	7
105	2214	204.6285714	8
106	2223	205.9056604	9
107	2234	206.4392523	11
108	2241	205.9259259	7
109	2244	206.0642202	3
110	2260	205.1181818	16
111	2261	204.5225225	1
112	2265	203.5446429	4
113	2272	205.4955752	7
114	2278	204.7192982	6
115	2291	206.1304348	13
116	2303	207.1465517	12
117	2317	206.7863248	14
118	2324	206.3559322	7
119	2330	206.4957983	6
120	2332	205.6166667	2
121	2335	204.8760331	3
122	2340	205.5245902	5
123	2351	204.9512195	11
124	2357	205.516129	6
125	2360	205.8	3
126	2367	205.0555556	7
127	2371	204.3070866	4
128	2374	206.7265625	3
129	2381	205.5736434	7
130	2389	205.1307692	8
131	2399	205.6030534	10
132	2404	205.0606061	5
133	2408	204.5864662	4
134	2416	204.5522388	8
135	2422	204.2296296	6
136	2428	203.7279412	6
137	2434	203.7080292	6
138	2439	202.7898551	5
139	2448	203.7410072	9
140	2451	202.9357143	3
141	2452	202.141844	1
142	2460	201.3521127	8
143	2464	200.6153846	4
144	2468	200.0486111	4
145	2478	199.5310345	10
146	2480	199.390411	2
147	2481	198.8707483	1
148	2490	201.0675676	9
149	2491	200.2348993	1
150	2500	199.7333333	9
151	2505	200.0331126	5
152	2519	200.2105263	14
153	2526	204.627451	7
154	2532	204.8376623	6
155	2538	205.5483871	6
156	2549	206.3653846	11
157	2556	207.4458599	7
158	2563	208.5759494	7
159	2573	209.5534591	10
160	2586	211.325	13
161	2591	211.3043478	5
162	2594	210.5061728	3
163	2598	209.6503067	4
164	2607	210.2621951	9
165	2610	209.5818182	3
166	2616	209.4036145	6
167	2621	209.9700599	5
168	2625	209.4880952	4
169	2626	209.7278107	1
170	2628	209.8176471	2
171	2636	209.8479532	8
172	2640	210.0348837	4
173	2642	209.5780347	2
174	2645	209.8218391	3
175	2651	209.1085714	6
176	2656	209.2329545	5
177	2661	209.4011299	5
178	2665	209.3033708	4
179	2668	209.849162	3
180	2674	209.8888889	6
181	2680	212.281768	6
182	2680	211.9065934	0
183	2685	212.3989071	5
184	2693	212.1684783	8
185	2701	213.1945946	8
186	2706	212.8602151	5
187	2706	212.2513369	0
188	2710	212.0744681	4
189	2713	211.5714286	3
190	2715	210.9473684	2
191	2718	210.3298429	3
192	2722	210.0989583	4
193	2725	209.6165803	3
194	2725	209.6701031	0
195	2728	209.6153846	3
196	2731	208.9846939	3
197	2733	208.4974619	2
198	2738	208.8333333	5
199	2744	208.9698492	6
200	2748	209.255	4
201	2749	209.0945274	1
202	2752	208.7623762	3
203	2753	208.1773399	1
204	2761	207.9362745	8
205	2767	208.2487805	6
206	2769	208.3543689	2
207	2773	208.821256	4
208	2779	208.5480769	6
209	2784	208.4545455	5
210	2786	208.252381	2
211	2795	208.1042654	9
212	2798	207.5754717	3
213	2808	208.2910798	10
214	2810	208.0327103	2
215	2822	208.8604651	12
216	2829	208.7638889	7
217	2830	208.3225806	1
218	2833	208.4311927	3
219	2835	207.9908676	2
220	2837	207.7454545	2
221	2841	207.4705882	4
222	2844	206.963964	3
223	2849	208.3901345	5
224	2853	207.9375	4
225	2861	208.7288889	8
226	2871	208.6327434	10
227	2879	208.3171806	8
228	2879	208.0307018	0
229	2885	207.6550218	6
230	2886	207.1913043	1
231	2897	207.5887446	11
232	2898	207.1681034	1
233	2915	207.7124464	17
234	2919	207.4145299	4
235	2923	207.8553191	4
236	2924	207.4661017	1
237	2928	207.1476793	4
238	2930	206.9411765	2
239	2932	206.4435146	2
240	2933	205.9416667	1
241	2937	205.5560166	4
242	2941	205.9793388	4
243	2947	206.3127572	6
244	2951	206.25	4
245	2952	205.9102041	1
246	2954	205.5487805	2
247	2962	206.1174089	8
248	2971	206.8790323	9
249	2975	207.1566265	4
250	2982	206.76	7
251	2984	206.6294821	2
252	2987	206.5555556	3
253	2988	206.5494071	1
254	2995	206.976378	7
255	2996	206.9686275	1
256	3009	206.9335938	13
257	3012	207.4513619	3
258	3014	207.3023256	2
259	3016	206.8687259	2
260	3018	206.7384615	2
261	3019	206.2720307	1
262	3020	205.7671756	1
263	3021	205.6996198	1
264	3022	205.5719697	1
265	3025	205.3132075	3
266	3028	205.2406015	3
267	3032	205.8876404	4
268	3033	205.7014925	1
269	3040	205.204461	7
270	3041	204.7555556	1
271	3053	205.0664207	12
272	3055	205.0551471	2
273	3056	204.978022	1
274	3058	204.5328467	2
275	3060	204.4909091	2
276	3063	204.25	3
277	3071	203.9458484	8
